🎯 Optimizing RGB band selection from 448 total bands
📊 Pre-loading hypercubes...
✅ All hypercubes loaded into memory!
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [140, 422, 33]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [140, 422, 33]
🔍 Starting evaluation of individual [140, 422, 33]
Epoch: 1 | train_loss: 1.3696 | train_acc: 0.3060 | test_loss: 1.4697 | test_acc: 0.3711 | 
Epoch: 45 | train_loss: 0.3059 | train_acc: 0.8610 | test_loss: 1.0269 | test_acc: 0.7188 | 
Epoch: 46 | train_loss: 0.2667 | train_acc: 0.8912 | test_loss: 0.9492 | test_acc: 0.7266 | 
Epoch: 47 | train_loss: 0.2307 | train_acc: 0.9224 | test_loss: 1.0765 | test_acc: 0.7383 | 
Epoch: 48 | train_loss: 0.1872 | train_acc: 0.9289 | test_loss: 0.8582 | test_acc: 0.7812 | 
Epoch: 49 | train_loss: 0.2527 | train_acc: 0.8955 | test_loss: 0.8875 | test_acc: 0.7656 | 
Epoch: 50 | train_loss: 0.3041 | train_acc: 0.8966 | test_loss: 1.0356 | test_acc: 0.7344 | 
⏱️ Total training time: 92.898 seconds
📊 Bands [140, 422, 33] -> Fitness: 0.7344
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [144, 27, 54]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [144, 27, 54]
🔍 Starting evaluation of individual [144, 27, 54]
Epoch: 1 | train_loss: 1.3524 | train_acc: 0.3578 | test_loss: 1.2871 | test_acc: 0.4414 | 
Epoch: 2 | train_loss: 1.2492 | train_acc: 0.4515 | test_loss: 1.3329 | test_acc: 0.4492 | 
Epoch: 3 | train_loss: 1.1575 | train_acc: 0.5022 | test_loss: 1.1602 | test_acc: 0.4961 | 
Epoch: 4 | train_loss: 1.1158 | train_acc: 0.5183 | test_loss: 1.3717 | test_acc: 0.4844 | 
Epoch: 5 | train_loss: 1.0063 | train_acc: 0.5733 | test_loss: 1.4112 | test_acc: 0.5000 | 
Epoch: 6 | train_loss: 1.0065 | train_acc: 0.5539 | test_loss: 1.1122 | test_acc: 0.5234 | 
Epoch: 7 | train_loss: 0.9903 | train_acc: 0.5884 | test_loss: 1.0185 | test_acc: 0.6367 | 
Epoch: 8 | train_loss: 0.8425 | train_acc: 0.6541 | test_loss: 1.3261 | test_acc: 0.5195 | 
Epoch: 9 | train_loss: 0.8515 | train_acc: 0.6573 | test_loss: 1.2790 | test_acc: 0.5117 | 
Epoch: 10 | train_loss: 0.7847 | train_acc: 0.6897 | test_loss: 0.9641 | test_acc: 0.6016 | 
Epoch: 11 | train_loss: 0.7156 | train_acc: 0.7166 | test_loss: 0.9260 | test_acc: 0.6211 | 
Epoch: 12 | train_loss: 0.6732 | train_acc: 0.7446 | test_loss: 0.8921 | test_acc: 0.6875 | 
Epoch: 13 | train_loss: 0.6597 | train_acc: 0.7231 | test_loss: 0.9754 | test_acc: 0.6172 | 
Epoch: 14 | train_loss: 0.6419 | train_acc: 0.7565 | test_loss: 1.0265 | test_acc: 0.6484 | 
Epoch: 15 | train_loss: 0.6255 | train_acc: 0.7597 | test_loss: 0.8523 | test_acc: 0.7305 | 
Epoch: 16 | train_loss: 0.5696 | train_acc: 0.7920 | test_loss: 0.8984 | test_acc: 0.6328 | 
Epoch: 17 | train_loss: 0.6006 | train_acc: 0.7942 | test_loss: 0.8972 | test_acc: 0.7031 | 
Epoch: 18 | train_loss: 0.5850 | train_acc: 0.7974 | test_loss: 0.9314 | test_acc: 0.7109 | 
Epoch: 19 | train_loss: 0.4955 | train_acc: 0.8276 | test_loss: 0.9443 | test_acc: 0.6562 | 
Epoch: 20 | train_loss: 0.4739 | train_acc: 0.8427 | test_loss: 1.0022 | test_acc: 0.6406 | 
Epoch: 21 | train_loss: 0.3767 | train_acc: 0.8664 | test_loss: 1.0942 | test_acc: 0.6641 | 
Epoch: 22 | train_loss: 0.4962 | train_acc: 0.8103 | test_loss: 0.8867 | test_acc: 0.7148 | 
Epoch: 23 | train_loss: 0.4936 | train_acc: 0.7974 | test_loss: 0.8509 | test_acc: 0.7383 | 
Epoch: 24 | train_loss: 0.4165 | train_acc: 0.8276 | test_loss: 1.0082 | test_acc: 0.6562 | 
Epoch: 25 | train_loss: 0.4503 | train_acc: 0.8362 | test_loss: 0.8711 | test_acc: 0.7305 | 
Epoch: 26 | train_loss: 0.4327 | train_acc: 0.8297 | test_loss: 0.8227 | test_acc: 0.7617 | 
Epoch: 27 | train_loss: 0.3868 | train_acc: 0.8481 | test_loss: 0.8944 | test_acc: 0.7227 | 
Epoch: 28 | train_loss: 0.4358 | train_acc: 0.8491 | test_loss: 0.8314 | test_acc: 0.7656 | 
Epoch: 29 | train_loss: 0.3680 | train_acc: 0.8513 | test_loss: 0.8234 | test_acc: 0.7500 | 
Epoch: 30 | train_loss: 0.3513 | train_acc: 0.8524 | test_loss: 0.9373 | test_acc: 0.6992 | 
Epoch: 31 | train_loss: 0.2967 | train_acc: 0.9052 | test_loss: 1.3486 | test_acc: 0.6328 | 
Epoch: 32 | train_loss: 0.4088 | train_acc: 0.8545 | test_loss: 0.9121 | test_acc: 0.6641 | 
Epoch: 33 | train_loss: 0.3399 | train_acc: 0.8599 | test_loss: 0.9414 | test_acc: 0.6602 | 
Epoch: 34 | train_loss: 0.3329 | train_acc: 0.8739 | test_loss: 0.8679 | test_acc: 0.7266 | 
Epoch: 35 | train_loss: 0.3097 | train_acc: 0.8987 | test_loss: 1.1731 | test_acc: 0.7070 | 
Epoch: 36 | train_loss: 0.2482 | train_acc: 0.9041 | test_loss: 1.1252 | test_acc: 0.6875 | 
Epoch: 37 | train_loss: 0.2468 | train_acc: 0.9127 | test_loss: 0.9596 | test_acc: 0.6562 | 
Epoch: 38 | train_loss: 0.2775 | train_acc: 0.8793 | test_loss: 0.9772 | test_acc: 0.7070 | 
Epoch: 39 | train_loss: 0.3509 | train_acc: 0.8825 | test_loss: 0.9904 | test_acc: 0.6875 | 
Epoch: 40 | train_loss: 0.3452 | train_acc: 0.8858 | test_loss: 0.9003 | test_acc: 0.7461 | 
Epoch: 41 | train_loss: 0.2339 | train_acc: 0.9246 | test_loss: 0.9227 | test_acc: 0.6836 | 
Epoch: 42 | train_loss: 0.2366 | train_acc: 0.9203 | test_loss: 1.0475 | test_acc: 0.7500 | 
Epoch: 43 | train_loss: 0.2920 | train_acc: 0.9095 | test_loss: 0.9286 | test_acc: 0.7539 | 
Epoch: 44 | train_loss: 0.2472 | train_acc: 0.9246 | test_loss: 1.0053 | test_acc: 0.6953 | 
Epoch: 45 | train_loss: 0.2639 | train_acc: 0.8966 | test_loss: 0.8525 | test_acc: 0.7695 | 
Epoch: 46 | train_loss: 0.2016 | train_acc: 0.9353 | test_loss: 0.9804 | test_acc: 0.7617 | 
Epoch: 47 | train_loss: 0.1956 | train_acc: 0.9343 | test_loss: 1.0548 | test_acc: 0.7422 | 
Epoch: 48 | train_loss: 0.2496 | train_acc: 0.9095 | test_loss: 1.0194 | test_acc: 0.6680 | 
Epoch: 49 | train_loss: 0.2516 | train_acc: 0.8912 | test_loss: 1.1512 | test_acc: 0.7227 | 
Epoch: 50 | train_loss: 0.3334 | train_acc: 0.8707 | test_loss: 0.9193 | test_acc: 0.7500 | 
⏱️ Total training time: 86.652 seconds
📊 Bands [144, 27, 54] -> Fitness: 0.7500
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [255, 401, 215]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [255, 401, 215]
🔍 Starting evaluation of individual [255, 401, 215]
Epoch: 1 | train_loss: 1.3741 | train_acc: 0.2942 | test_loss: 1.3486 | test_acc: 0.3906 | 
Epoch: 2 | train_loss: 1.2660 | train_acc: 0.4267 | test_loss: 1.3813 | test_acc: 0.4062 | 
Epoch: 3 | train_loss: 1.1649 | train_acc: 0.4698 | test_loss: 1.4333 | test_acc: 0.3281 | 
Epoch: 4 | train_loss: 1.0755 | train_acc: 0.5625 | test_loss: 1.1932 | test_acc: 0.5078 | 
Epoch: 5 | train_loss: 0.9855 | train_acc: 0.5614 | test_loss: 1.0987 | test_acc: 0.5273 | 
Epoch: 6 | train_loss: 0.9438 | train_acc: 0.6153 | test_loss: 1.1837 | test_acc: 0.5273 | 
Epoch: 7 | train_loss: 0.8204 | train_acc: 0.6724 | test_loss: 1.2446 | test_acc: 0.5391 | 
Epoch: 8 | train_loss: 0.8443 | train_acc: 0.6735 | test_loss: 1.2433 | test_acc: 0.5547 | 
Epoch: 9 | train_loss: 0.7761 | train_acc: 0.6961 | test_loss: 1.2933 | test_acc: 0.5703 | 
Epoch: 10 | train_loss: 0.7675 | train_acc: 0.6907 | test_loss: 1.1034 | test_acc: 0.5508 | 
Epoch: 11 | train_loss: 0.7523 | train_acc: 0.7037 | test_loss: 1.2852 | test_acc: 0.5391 | 
Epoch: 12 | train_loss: 0.7323 | train_acc: 0.7144 | test_loss: 1.0268 | test_acc: 0.5977 | 
Epoch: 13 | train_loss: 0.6351 | train_acc: 0.7446 | test_loss: 1.1397 | test_acc: 0.5664 | 
Epoch: 14 | train_loss: 0.5423 | train_acc: 0.8125 | test_loss: 1.2337 | test_acc: 0.5781 | 
Epoch: 15 | train_loss: 0.6853 | train_acc: 0.7511 | test_loss: 1.0967 | test_acc: 0.5664 | 
Epoch: 16 | train_loss: 0.5312 | train_acc: 0.8254 | test_loss: 0.9941 | test_acc: 0.6641 | 
Epoch: 17 | train_loss: 0.5145 | train_acc: 0.8039 | test_loss: 1.0956 | test_acc: 0.6289 | 
Epoch: 18 | train_loss: 0.5499 | train_acc: 0.7769 | test_loss: 1.2268 | test_acc: 0.6367 | 
Epoch: 19 | train_loss: 0.5213 | train_acc: 0.8114 | test_loss: 0.9399 | test_acc: 0.6484 | 
Epoch: 20 | train_loss: 0.4446 | train_acc: 0.8502 | test_loss: 1.1072 | test_acc: 0.6133 | 
Epoch: 21 | train_loss: 0.4431 | train_acc: 0.8394 | test_loss: 0.9701 | test_acc: 0.6719 | 
Epoch: 22 | train_loss: 0.4797 | train_acc: 0.8200 | test_loss: 1.0320 | test_acc: 0.6289 | 
Epoch: 23 | train_loss: 0.4699 | train_acc: 0.8157 | test_loss: 0.9632 | test_acc: 0.6172 | 
Epoch: 24 | train_loss: 0.4487 | train_acc: 0.8244 | test_loss: 1.0267 | test_acc: 0.6211 | 
Epoch: 25 | train_loss: 0.4510 | train_acc: 0.8200 | test_loss: 1.0386 | test_acc: 0.6445 | 
Epoch: 26 | train_loss: 0.5003 | train_acc: 0.8125 | test_loss: 0.9330 | test_acc: 0.6875 | 
Epoch: 27 | train_loss: 0.3435 | train_acc: 0.8642 | test_loss: 0.9773 | test_acc: 0.6602 | 
Epoch: 28 | train_loss: 0.3624 | train_acc: 0.8556 | test_loss: 1.2686 | test_acc: 0.5742 | 
Epoch: 29 | train_loss: 0.3820 | train_acc: 0.8524 | test_loss: 0.9645 | test_acc: 0.6484 | 
Epoch: 30 | train_loss: 0.3331 | train_acc: 0.8685 | test_loss: 0.8995 | test_acc: 0.6992 | 
Epoch: 31 | train_loss: 0.3354 | train_acc: 0.8782 | test_loss: 1.0250 | test_acc: 0.6914 | 
Epoch: 32 | train_loss: 0.3282 | train_acc: 0.8556 | test_loss: 1.0684 | test_acc: 0.6250 | 
Epoch: 33 | train_loss: 0.3526 | train_acc: 0.9019 | test_loss: 1.0733 | test_acc: 0.6719 | 
Epoch: 34 | train_loss: 0.4508 | train_acc: 0.8728 | test_loss: 1.0798 | test_acc: 0.7148 | 
Epoch: 35 | train_loss: 0.3336 | train_acc: 0.8578 | test_loss: 0.9889 | test_acc: 0.6133 | 
Epoch: 36 | train_loss: 0.2811 | train_acc: 0.8847 | test_loss: 1.0359 | test_acc: 0.6406 | 
Epoch: 37 | train_loss: 0.3133 | train_acc: 0.8804 | test_loss: 1.0334 | test_acc: 0.6562 | 
Epoch: 38 | train_loss: 0.3251 | train_acc: 0.8675 | test_loss: 0.9476 | test_acc: 0.6602 | 
Epoch: 39 | train_loss: 0.2628 | train_acc: 0.8912 | test_loss: 1.0732 | test_acc: 0.6523 | 
Epoch: 40 | train_loss: 0.2750 | train_acc: 0.9192 | test_loss: 1.1435 | test_acc: 0.6680 | 
Epoch: 41 | train_loss: 0.2432 | train_acc: 0.9192 | test_loss: 1.0056 | test_acc: 0.6641 | 
Epoch: 42 | train_loss: 0.2337 | train_acc: 0.9224 | test_loss: 0.9699 | test_acc: 0.7461 | 
Epoch: 43 | train_loss: 0.2398 | train_acc: 0.9127 | test_loss: 1.0086 | test_acc: 0.7344 | 
Epoch: 44 | train_loss: 0.3184 | train_acc: 0.8815 | test_loss: 0.9247 | test_acc: 0.7617 | 
Epoch: 45 | train_loss: 0.2187 | train_acc: 0.9289 | test_loss: 1.0133 | test_acc: 0.7109 | 
Epoch: 46 | train_loss: 0.2523 | train_acc: 0.8998 | test_loss: 1.0097 | test_acc: 0.7344 | 
Epoch: 47 | train_loss: 0.2336 | train_acc: 0.9386 | test_loss: 1.0703 | test_acc: 0.6992 | 
Epoch: 48 | train_loss: 0.2119 | train_acc: 0.9116 | test_loss: 0.9128 | test_acc: 0.7461 | 
Epoch: 49 | train_loss: 0.3095 | train_acc: 0.8987 | test_loss: 1.0241 | test_acc: 0.7227 | 
Epoch: 50 | train_loss: 0.2623 | train_acc: 0.9019 | test_loss: 1.3602 | test_acc: 0.6758 | 
⏱️ Total training time: 88.002 seconds
📊 Bands [255, 401, 215] -> Fitness: 0.6758
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [127, 214, 119]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [127, 214, 119]
🔍 Starting evaluation of individual [127, 214, 119]
Epoch: 1 | train_loss: 1.3755 | train_acc: 0.2996 | test_loss: 1.3096 | test_acc: 0.3398 | 
Epoch: 2 | train_loss: 1.2721 | train_acc: 0.4612 | test_loss: 1.4288 | test_acc: 0.4414 | 
Epoch: 3 | train_loss: 1.1742 | train_acc: 0.4752 | test_loss: 1.3710 | test_acc: 0.4570 | 
Epoch: 4 | train_loss: 1.0973 | train_acc: 0.5259 | test_loss: 1.1717 | test_acc: 0.5039 | 
Epoch: 5 | train_loss: 0.9978 | train_acc: 0.5744 | test_loss: 1.2100 | test_acc: 0.4570 | 
Epoch: 6 | train_loss: 0.9796 | train_acc: 0.5744 | test_loss: 1.3319 | test_acc: 0.4727 | 
Epoch: 7 | train_loss: 0.8940 | train_acc: 0.6455 | test_loss: 1.1179 | test_acc: 0.4922 | 
Epoch: 8 | train_loss: 0.8319 | train_acc: 0.6918 | test_loss: 1.1553 | test_acc: 0.5547 | 
Epoch: 9 | train_loss: 0.7332 | train_acc: 0.7155 | test_loss: 1.1532 | test_acc: 0.5508 | 
Epoch: 10 | train_loss: 0.7532 | train_acc: 0.6972 | test_loss: 1.0989 | test_acc: 0.5703 | 
Epoch: 11 | train_loss: 0.7255 | train_acc: 0.7188 | test_loss: 0.9499 | test_acc: 0.5977 | 
Epoch: 12 | train_loss: 0.6966 | train_acc: 0.7166 | test_loss: 1.1089 | test_acc: 0.5977 | 
Epoch: 13 | train_loss: 0.6676 | train_acc: 0.7435 | test_loss: 0.9903 | test_acc: 0.6133 | 
Epoch: 14 | train_loss: 0.6734 | train_acc: 0.7155 | test_loss: 0.9532 | test_acc: 0.6289 | 
Epoch: 15 | train_loss: 0.6216 | train_acc: 0.7457 | test_loss: 0.9859 | test_acc: 0.6055 | 
Epoch: 16 | train_loss: 0.5433 | train_acc: 0.7823 | test_loss: 1.0033 | test_acc: 0.6289 | 
Epoch: 17 | train_loss: 0.5377 | train_acc: 0.8147 | test_loss: 1.1002 | test_acc: 0.5898 | 
Epoch: 18 | train_loss: 0.5008 | train_acc: 0.8006 | test_loss: 0.9667 | test_acc: 0.6133 | 
Epoch: 19 | train_loss: 0.5210 | train_acc: 0.7963 | test_loss: 1.1014 | test_acc: 0.5859 | 
Epoch: 20 | train_loss: 0.4728 | train_acc: 0.8448 | test_loss: 0.9556 | test_acc: 0.6406 | 
Epoch: 21 | train_loss: 0.4725 | train_acc: 0.8244 | test_loss: 0.9847 | test_acc: 0.6250 | 
Epoch: 22 | train_loss: 0.5403 | train_acc: 0.8287 | test_loss: 1.1243 | test_acc: 0.6680 | 
Epoch: 23 | train_loss: 0.4789 | train_acc: 0.8319 | test_loss: 1.0141 | test_acc: 0.6328 | 
Epoch: 24 | train_loss: 0.4619 | train_acc: 0.8168 | test_loss: 1.1953 | test_acc: 0.6250 | 
Epoch: 25 | train_loss: 0.4861 | train_acc: 0.8373 | test_loss: 1.1096 | test_acc: 0.6641 | 
Epoch: 26 | train_loss: 0.3973 | train_acc: 0.8675 | test_loss: 1.0627 | test_acc: 0.6484 | 
Epoch: 27 | train_loss: 0.4117 | train_acc: 0.8373 | test_loss: 1.0749 | test_acc: 0.6758 | 
Epoch: 28 | train_loss: 0.3908 | train_acc: 0.8405 | test_loss: 1.1371 | test_acc: 0.6367 | 
Epoch: 29 | train_loss: 0.4501 | train_acc: 0.8416 | test_loss: 1.2212 | test_acc: 0.6719 | 
Epoch: 30 | train_loss: 0.3933 | train_acc: 0.8362 | test_loss: 0.9226 | test_acc: 0.6758 | 
Epoch: 31 | train_loss: 0.3576 | train_acc: 0.8869 | test_loss: 1.0012 | test_acc: 0.6484 | 
Epoch: 32 | train_loss: 0.3190 | train_acc: 0.8696 | test_loss: 1.1700 | test_acc: 0.6719 | 
Epoch: 33 | train_loss: 0.4272 | train_acc: 0.8448 | test_loss: 0.8122 | test_acc: 0.7344 | 
Epoch: 34 | train_loss: 0.3694 | train_acc: 0.8621 | test_loss: 0.8319 | test_acc: 0.7383 | 
Epoch: 35 | train_loss: 0.3185 | train_acc: 0.8879 | test_loss: 0.9307 | test_acc: 0.6641 | 
Epoch: 36 | train_loss: 0.3124 | train_acc: 0.8653 | test_loss: 1.0145 | test_acc: 0.6602 | 
Epoch: 37 | train_loss: 0.2663 | train_acc: 0.9192 | test_loss: 0.9606 | test_acc: 0.6992 | 
Epoch: 38 | train_loss: 0.2976 | train_acc: 0.8750 | test_loss: 1.0387 | test_acc: 0.6680 | 
Epoch: 39 | train_loss: 0.2665 | train_acc: 0.9192 | test_loss: 1.0561 | test_acc: 0.6992 | 
Epoch: 40 | train_loss: 0.2708 | train_acc: 0.9246 | test_loss: 1.0885 | test_acc: 0.6914 | 
Epoch: 41 | train_loss: 0.2976 | train_acc: 0.8772 | test_loss: 1.1615 | test_acc: 0.6992 | 
Epoch: 42 | train_loss: 0.2705 | train_acc: 0.8825 | test_loss: 0.8703 | test_acc: 0.7344 | 
Epoch: 43 | train_loss: 0.2481 | train_acc: 0.9138 | test_loss: 0.9372 | test_acc: 0.7070 | 
Epoch: 44 | train_loss: 0.2990 | train_acc: 0.8815 | test_loss: 0.9277 | test_acc: 0.6875 | 
Epoch: 45 | train_loss: 0.2535 | train_acc: 0.9246 | test_loss: 0.9623 | test_acc: 0.6797 | 
Epoch: 46 | train_loss: 0.2514 | train_acc: 0.8836 | test_loss: 1.1481 | test_acc: 0.6602 | 
Epoch: 47 | train_loss: 0.1963 | train_acc: 0.9224 | test_loss: 0.9928 | test_acc: 0.6680 | 
Epoch: 48 | train_loss: 0.3214 | train_acc: 0.9041 | test_loss: 1.0680 | test_acc: 0.6914 | 
Epoch: 49 | train_loss: 0.2850 | train_acc: 0.9095 | test_loss: 0.8325 | test_acc: 0.6914 | 
Epoch: 50 | train_loss: 0.2910 | train_acc: 0.8912 | test_loss: 0.8448 | test_acc: 0.7500 | 
⏱️ Total training time: 87.375 seconds
📊 Bands [127, 214, 119] -> Fitness: 0.7500
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [263, 293, 405]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [263, 293, 405]
🔍 Starting evaluation of individual [263, 293, 405]
Epoch: 1 | train_loss: 1.3543 | train_acc: 0.3179 | test_loss: 1.4772 | test_acc: 0.3438 | 
Epoch: 2 | train_loss: 1.2673 | train_acc: 0.4310 | test_loss: 1.2506 | test_acc: 0.4570 | 
Epoch: 3 | train_loss: 1.1155 | train_acc: 0.5560 | test_loss: 1.2783 | test_acc: 0.4688 | 
Epoch: 4 | train_loss: 1.0788 | train_acc: 0.5237 | test_loss: 1.0828 | test_acc: 0.5312 | 
Epoch: 5 | train_loss: 0.9899 | train_acc: 0.5927 | test_loss: 1.1150 | test_acc: 0.5039 | 
Epoch: 6 | train_loss: 0.8683 | train_acc: 0.6293 | test_loss: 1.2660 | test_acc: 0.5000 | 
Epoch: 7 | train_loss: 0.8634 | train_acc: 0.6509 | test_loss: 1.1612 | test_acc: 0.5469 | 
Epoch: 8 | train_loss: 0.7981 | train_acc: 0.6886 | test_loss: 1.1779 | test_acc: 0.5039 | 
Epoch: 9 | train_loss: 0.7837 | train_acc: 0.6800 | test_loss: 1.1067 | test_acc: 0.6016 | 
Epoch: 10 | train_loss: 0.7395 | train_acc: 0.7091 | test_loss: 1.3724 | test_acc: 0.4648 | 
Epoch: 11 | train_loss: 0.6412 | train_acc: 0.7500 | test_loss: 1.0927 | test_acc: 0.6484 | 
Epoch: 12 | train_loss: 0.6478 | train_acc: 0.7478 | test_loss: 1.0908 | test_acc: 0.6094 | 
Epoch: 13 | train_loss: 0.6496 | train_acc: 0.7328 | test_loss: 0.9706 | test_acc: 0.6055 | 
Epoch: 14 | train_loss: 0.5976 | train_acc: 0.7586 | test_loss: 1.1844 | test_acc: 0.5703 | 
Epoch: 15 | train_loss: 0.6040 | train_acc: 0.7705 | test_loss: 1.0048 | test_acc: 0.5938 | 
Epoch: 16 | train_loss: 0.5444 | train_acc: 0.7942 | test_loss: 0.9965 | test_acc: 0.6172 | 
Epoch: 17 | train_loss: 0.5549 | train_acc: 0.7791 | test_loss: 0.8822 | test_acc: 0.6055 | 
Epoch: 18 | train_loss: 0.5499 | train_acc: 0.7834 | test_loss: 1.0256 | test_acc: 0.6016 | 
Epoch: 19 | train_loss: 0.4791 | train_acc: 0.7909 | test_loss: 0.9865 | test_acc: 0.6602 | 
