🎯 Optimizing RGB band selection from 448 total bands
📊 Pre-loading hypercubes...
✅ All hypercubes loaded into memory!
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [215, 147, 206]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [215, 147, 206]
🔍 Starting evaluation of individual [215, 147, 206]
Epoch: 1 | train_loss: 1.3711 | train_acc: 0.3017 | test_loss: 1.3099 | test_acc: 0.4023 | 
Epoch: 2 | train_loss: 1.2525 | train_acc: 0.4116 | test_loss: 1.1496 | test_acc: 0.4648 | 
Epoch: 3 | train_loss: 1.1722 | train_acc: 0.4957 | test_loss: 1.0802 | test_acc: 0.5508 | 
Epoch: 4 | train_loss: 1.0894 | train_acc: 0.5269 | test_loss: 1.1509 | test_acc: 0.5938 | 
Epoch: 5 | train_loss: 1.0659 | train_acc: 0.5345 | test_loss: 1.1283 | test_acc: 0.5742 | 
Epoch: 6 | train_loss: 0.9692 | train_acc: 0.6002 | test_loss: 1.1202 | test_acc: 0.5938 | 
Epoch: 7 | train_loss: 0.9072 | train_acc: 0.6541 | test_loss: 1.1392 | test_acc: 0.6250 | 
Epoch: 8 | train_loss: 0.8930 | train_acc: 0.6261 | test_loss: 0.9062 | test_acc: 0.6445 | 
Epoch: 9 | train_loss: 0.7858 | train_acc: 0.6638 | test_loss: 0.9868 | test_acc: 0.6094 | 
Epoch: 10 | train_loss: 0.7360 | train_acc: 0.6940 | test_loss: 0.9127 | test_acc: 0.6562 | 
Epoch: 11 | train_loss: 0.7231 | train_acc: 0.7123 | test_loss: 1.0326 | test_acc: 0.6172 | 
Epoch: 12 | train_loss: 0.6832 | train_acc: 0.7532 | test_loss: 0.8813 | test_acc: 0.6992 | 
Epoch: 13 | train_loss: 0.6253 | train_acc: 0.7522 | test_loss: 0.8402 | test_acc: 0.7148 | 
Epoch: 14 | train_loss: 0.7004 | train_acc: 0.7511 | test_loss: 0.9888 | test_acc: 0.7070 | 
Epoch: 15 | train_loss: 0.6159 | train_acc: 0.7565 | test_loss: 0.9533 | test_acc: 0.6562 | 
Epoch: 16 | train_loss: 0.6483 | train_acc: 0.7425 | test_loss: 0.9960 | test_acc: 0.6914 | 
Epoch: 17 | train_loss: 0.6206 | train_acc: 0.7306 | test_loss: 1.0583 | test_acc: 0.6523 | 
Epoch: 18 | train_loss: 0.5198 | train_acc: 0.7791 | test_loss: 1.0076 | test_acc: 0.6875 | 
Epoch: 19 | train_loss: 0.5046 | train_acc: 0.7974 | test_loss: 0.9998 | test_acc: 0.6797 | 
Epoch: 20 | train_loss: 0.5192 | train_acc: 0.8039 | test_loss: 1.0256 | test_acc: 0.6445 | 
Epoch: 21 | train_loss: 0.5290 | train_acc: 0.8017 | test_loss: 0.8381 | test_acc: 0.7344 | 
Epoch: 22 | train_loss: 0.4407 | train_acc: 0.8211 | test_loss: 0.9021 | test_acc: 0.7148 | 
Epoch: 23 | train_loss: 0.5066 | train_acc: 0.8330 | test_loss: 0.8869 | test_acc: 0.7227 | 
Epoch: 24 | train_loss: 0.4176 | train_acc: 0.8233 | test_loss: 0.9198 | test_acc: 0.6758 | 
Epoch: 25 | train_loss: 0.4283 | train_acc: 0.8341 | test_loss: 0.9281 | test_acc: 0.7266 | 
Epoch: 26 | train_loss: 0.3888 | train_acc: 0.8621 | test_loss: 0.7945 | test_acc: 0.7344 | 
Epoch: 27 | train_loss: 0.4105 | train_acc: 0.8211 | test_loss: 0.9012 | test_acc: 0.6914 | 
Epoch: 28 | train_loss: 0.4051 | train_acc: 0.8308 | test_loss: 0.8155 | test_acc: 0.7461 | 
Epoch: 29 | train_loss: 0.3285 | train_acc: 0.8858 | test_loss: 0.8643 | test_acc: 0.7578 | 
Epoch: 30 | train_loss: 0.2697 | train_acc: 0.9041 | test_loss: 1.0562 | test_acc: 0.7188 | 
Epoch: 31 | train_loss: 0.3821 | train_acc: 0.8718 | test_loss: 0.9721 | test_acc: 0.7188 | 
Epoch: 32 | train_loss: 0.2966 | train_acc: 0.8998 | test_loss: 0.8558 | test_acc: 0.7422 | 
Epoch: 33 | train_loss: 0.3163 | train_acc: 0.8664 | test_loss: 1.0434 | test_acc: 0.7109 | 
Epoch: 34 | train_loss: 0.3887 | train_acc: 0.8696 | test_loss: 0.9581 | test_acc: 0.7109 | 
Epoch: 35 | train_loss: 0.3295 | train_acc: 0.8588 | test_loss: 0.7554 | test_acc: 0.7461 | 
Epoch: 36 | train_loss: 0.3606 | train_acc: 0.8642 | test_loss: 0.8366 | test_acc: 0.7305 | 
Epoch: 37 | train_loss: 0.3157 | train_acc: 0.8728 | test_loss: 0.8672 | test_acc: 0.7227 | 
Epoch: 38 | train_loss: 0.3035 | train_acc: 0.9009 | test_loss: 0.8740 | test_acc: 0.7266 | 
Epoch: 39 | train_loss: 0.3606 | train_acc: 0.8588 | test_loss: 0.8098 | test_acc: 0.7578 | 
Epoch: 40 | train_loss: 0.2699 | train_acc: 0.9106 | test_loss: 1.0042 | test_acc: 0.7148 | 
Epoch: 41 | train_loss: 0.3519 | train_acc: 0.8761 | test_loss: 0.9294 | test_acc: 0.7344 | 
Epoch: 42 | train_loss: 0.3426 | train_acc: 0.8912 | test_loss: 0.9068 | test_acc: 0.7148 | 
Epoch: 43 | train_loss: 0.3149 | train_acc: 0.8879 | test_loss: 0.8512 | test_acc: 0.7656 | 
Epoch: 44 | train_loss: 0.2527 | train_acc: 0.9192 | test_loss: 0.8968 | test_acc: 0.7578 | 
Epoch: 45 | train_loss: 0.3532 | train_acc: 0.8675 | test_loss: 0.9067 | test_acc: 0.7266 | 
Epoch: 46 | train_loss: 0.3404 | train_acc: 0.8739 | test_loss: 0.7357 | test_acc: 0.7695 | 
Epoch: 47 | train_loss: 0.2629 | train_acc: 0.8804 | test_loss: 0.8969 | test_acc: 0.7539 | 
Epoch: 48 | train_loss: 0.2119 | train_acc: 0.9267 | test_loss: 0.8740 | test_acc: 0.7500 | 
Epoch: 49 | train_loss: 0.2310 | train_acc: 0.9246 | test_loss: 0.9127 | test_acc: 0.7852 | 
Epoch: 50 | train_loss: 0.3211 | train_acc: 0.9116 | test_loss: 0.9985 | test_acc: 0.7539 | 
⏱️ Total training time: 89.852 seconds
📊 Bands [215, 147, 206] -> Fitness: 0.7539
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [79, 380, 358]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [79, 380, 358]
🔍 Starting evaluation of individual [79, 380, 358]
Epoch: 1 | train_loss: 1.3853 | train_acc: 0.2963 | test_loss: 1.3373 | test_acc: 0.3008 | 
Epoch: 2 | train_loss: 1.3037 | train_acc: 0.3901 | test_loss: 1.5701 | test_acc: 0.2773 | 
Epoch: 3 | train_loss: 1.2633 | train_acc: 0.4106 | test_loss: 1.2389 | test_acc: 0.4609 | 
Epoch: 4 | train_loss: 1.1866 | train_acc: 0.4537 | test_loss: 1.3578 | test_acc: 0.4648 | 
Epoch: 5 | train_loss: 1.1307 | train_acc: 0.5054 | test_loss: 1.2739 | test_acc: 0.4727 | 
Epoch: 6 | train_loss: 1.0706 | train_acc: 0.5216 | test_loss: 1.2110 | test_acc: 0.5039 | 
