🎯 Optimizing RGB band selection from 448 total bands
📊 Pre-loading hypercubes...
✅ All hypercubes loaded into memory!
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [197, 317, 325]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [197, 317, 325]
🔍 Starting evaluation of individual [197, 317, 325]
Epoch: 1 | train_loss: 1.3953 | train_acc: 0.2575 | test_loss: 1.3163 | test_acc: 0.4062 | 
Epoch: 2 | train_loss: 1.3288 | train_acc: 0.3373 | test_loss: 1.2542 | test_acc: 0.4570 | 
Epoch: 3 | train_loss: 1.2469 | train_acc: 0.3998 | test_loss: 1.2861 | test_acc: 0.3516 | 
Epoch: 4 | train_loss: 1.1813 | train_acc: 0.4623 | test_loss: 1.3862 | test_acc: 0.4375 | 
Epoch: 5 | train_loss: 1.1615 | train_acc: 0.4989 | test_loss: 1.2224 | test_acc: 0.5156 | 
Epoch: 6 | train_loss: 1.0961 | train_acc: 0.5205 | test_loss: 1.4541 | test_acc: 0.4102 | 
Epoch: 7 | train_loss: 1.0232 | train_acc: 0.5916 | test_loss: 1.0974 | test_acc: 0.6016 | 
Epoch: 8 | train_loss: 0.9955 | train_acc: 0.5916 | test_loss: 1.1637 | test_acc: 0.5352 | 
Epoch: 9 | train_loss: 0.8802 | train_acc: 0.6142 | test_loss: 1.2859 | test_acc: 0.5859 | 
Epoch: 10 | train_loss: 0.8974 | train_acc: 0.6175 | test_loss: 0.9975 | test_acc: 0.6406 | 
Epoch: 11 | train_loss: 0.8226 | train_acc: 0.6789 | test_loss: 1.1208 | test_acc: 0.6172 | 
Epoch: 12 | train_loss: 0.8186 | train_acc: 0.6778 | test_loss: 1.0127 | test_acc: 0.6328 | 
Epoch: 13 | train_loss: 0.7979 | train_acc: 0.6983 | test_loss: 0.9968 | test_acc: 0.6445 | 
Epoch: 14 | train_loss: 0.7216 | train_acc: 0.7037 | test_loss: 1.0094 | test_acc: 0.6680 | 
Epoch: 15 | train_loss: 0.7014 | train_acc: 0.7101 | test_loss: 1.1083 | test_acc: 0.6094 | 
Epoch: 16 | train_loss: 0.7519 | train_acc: 0.6832 | test_loss: 0.9835 | test_acc: 0.6367 | 
Epoch: 17 | train_loss: 0.7458 | train_acc: 0.7037 | test_loss: 0.9686 | test_acc: 0.6328 | 
Epoch: 18 | train_loss: 0.6284 | train_acc: 0.7532 | test_loss: 0.9994 | test_acc: 0.6328 | 
Epoch: 19 | train_loss: 0.6197 | train_acc: 0.7812 | test_loss: 1.0973 | test_acc: 0.6406 | 
Epoch: 20 | train_loss: 0.6281 | train_acc: 0.7565 | test_loss: 1.1294 | test_acc: 0.5977 | 
Epoch: 21 | train_loss: 0.6143 | train_acc: 0.7522 | test_loss: 0.9550 | test_acc: 0.6758 | 
Epoch: 22 | train_loss: 0.5776 | train_acc: 0.7759 | test_loss: 1.0406 | test_acc: 0.6719 | 
Epoch: 23 | train_loss: 0.6527 | train_acc: 0.7629 | test_loss: 0.9512 | test_acc: 0.6602 | 
Epoch: 24 | train_loss: 0.5445 | train_acc: 0.7985 | test_loss: 0.8862 | test_acc: 0.6562 | 
Epoch: 25 | train_loss: 0.5216 | train_acc: 0.7920 | test_loss: 0.9172 | test_acc: 0.6875 | 
Epoch: 26 | train_loss: 0.5165 | train_acc: 0.8103 | test_loss: 0.9420 | test_acc: 0.6758 | 
Epoch: 27 | train_loss: 0.5043 | train_acc: 0.7996 | test_loss: 0.9760 | test_acc: 0.6914 | 
Epoch: 28 | train_loss: 0.4450 | train_acc: 0.8394 | test_loss: 1.0073 | test_acc: 0.6914 | 
Epoch: 29 | train_loss: 0.4658 | train_acc: 0.8341 | test_loss: 0.9854 | test_acc: 0.6914 | 
Epoch: 30 | train_loss: 0.4345 | train_acc: 0.8405 | test_loss: 0.9692 | test_acc: 0.7070 | 
Epoch: 31 | train_loss: 0.4807 | train_acc: 0.8330 | test_loss: 1.2319 | test_acc: 0.5703 | 
Epoch: 32 | train_loss: 0.4715 | train_acc: 0.8211 | test_loss: 0.8925 | test_acc: 0.7148 | 
Epoch: 33 | train_loss: 0.4058 | train_acc: 0.8470 | test_loss: 1.0017 | test_acc: 0.6445 | 
Epoch: 34 | train_loss: 0.5244 | train_acc: 0.8265 | test_loss: 0.8320 | test_acc: 0.7148 | 
Epoch: 35 | train_loss: 0.4446 | train_acc: 0.8200 | test_loss: 0.9215 | test_acc: 0.6719 | 
Epoch: 36 | train_loss: 0.4313 | train_acc: 0.8179 | test_loss: 0.9423 | test_acc: 0.7070 | 
Epoch: 37 | train_loss: 0.3875 | train_acc: 0.8567 | test_loss: 0.9149 | test_acc: 0.7070 | 
Epoch: 38 | train_loss: 0.4014 | train_acc: 0.8308 | test_loss: 0.8926 | test_acc: 0.7109 | 
Epoch: 39 | train_loss: 0.4220 | train_acc: 0.8319 | test_loss: 0.9126 | test_acc: 0.7109 | 
Epoch: 40 | train_loss: 0.3375 | train_acc: 0.8750 | test_loss: 1.0422 | test_acc: 0.6719 | 
Epoch: 41 | train_loss: 0.4847 | train_acc: 0.8416 | test_loss: 1.1405 | test_acc: 0.6953 | 
Epoch: 42 | train_loss: 0.4166 | train_acc: 0.8642 | test_loss: 0.9078 | test_acc: 0.6992 | 
Epoch: 43 | train_loss: 0.3924 | train_acc: 0.8481 | test_loss: 0.9203 | test_acc: 0.7188 | 
Epoch: 44 | train_loss: 0.3641 | train_acc: 0.8481 | test_loss: 1.0481 | test_acc: 0.6445 | 
Epoch: 45 | train_loss: 0.4197 | train_acc: 0.8233 | test_loss: 0.9800 | test_acc: 0.7070 | 
Epoch: 46 | train_loss: 0.4152 | train_acc: 0.8416 | test_loss: 1.0055 | test_acc: 0.6836 | 
Epoch: 47 | train_loss: 0.3282 | train_acc: 0.8772 | test_loss: 1.0715 | test_acc: 0.6680 | 
Epoch: 48 | train_loss: 0.2911 | train_acc: 0.8944 | test_loss: 0.9782 | test_acc: 0.6836 | 
Epoch: 49 | train_loss: 0.2904 | train_acc: 0.8987 | test_loss: 0.9888 | test_acc: 0.6875 | 
Epoch: 50 | train_loss: 0.3148 | train_acc: 0.8621 | test_loss: 1.0763 | test_acc: 0.6875 | 
⏱️ Total training time: 89.885 seconds
📊 Bands [197, 317, 325] -> Fitness: 0.6875
Dataset initialized with pre-loaded data. Total samples: 897
Band indices for training dataloader: [387, 394, 178]
Dataset initialized with pre-loaded data. Total samples: 226
Band indices for test dataloader: [387, 394, 178]
🔍 Starting evaluation of individual [387, 394, 178]
Epoch: 1 | train_loss: 1.3786 | train_acc: 0.3039 | test_loss: 1.3077 | test_acc: 0.3672 | 
Epoch: 2 | train_loss: 1.3033 | train_acc: 0.4116 | test_loss: 1.4607 | test_acc: 0.3750 | 
Epoch: 3 | train_loss: 1.2329 | train_acc: 0.4213 | test_loss: 1.1939 | test_acc: 0.4531 | 
Epoch: 4 | train_loss: 1.1162 | train_acc: 0.5312 | test_loss: 1.2228 | test_acc: 0.4648 | 
Epoch: 5 | train_loss: 1.0955 | train_acc: 0.5011 | test_loss: 1.3804 | test_acc: 0.5078 | 
Epoch: 6 | train_loss: 1.0731 | train_acc: 0.5614 | test_loss: 1.2026 | test_acc: 0.5156 | 
Epoch: 7 | train_loss: 1.0488 | train_acc: 0.5711 | test_loss: 1.1060 | test_acc: 0.5195 | 
Epoch: 8 | train_loss: 0.9037 | train_acc: 0.6088 | test_loss: 1.2483 | test_acc: 0.5078 | 
Epoch: 9 | train_loss: 0.9212 | train_acc: 0.6131 | test_loss: 1.2037 | test_acc: 0.5156 | 
Epoch: 10 | train_loss: 0.8409 | train_acc: 0.6498 | test_loss: 1.1176 | test_acc: 0.5625 | 
Epoch: 11 | train_loss: 0.8321 | train_acc: 0.6713 | test_loss: 1.1132 | test_acc: 0.5703 | 
Epoch: 12 | train_loss: 0.7625 | train_acc: 0.6961 | test_loss: 1.0205 | test_acc: 0.6328 | 
Epoch: 13 | train_loss: 0.7762 | train_acc: 0.6616 | test_loss: 1.2125 | test_acc: 0.5000 | 
