gen,nevals,avg,std,min,max,best
0,20,0.6947265625,0.05758606150780299,0.5625,0.76953125,"[375, 199, 102]"
1,16,0.6837890625,0.07945618810159924,0.48828125,0.77734375,"[229, 113, 246]"
2,14,0.7099609375,0.06368355673130403,0.51953125,0.796875,"[223, 113, 48]"
3,16,0.734765625,0.04494564588460572,0.62109375,0.796875,"[223, 113, 48]"
4,14,0.74765625,0.037597529423487396,0.62890625,0.796875,"[223, 113, 48]"
5,13,0.7595703125,0.030645396388759908,0.66015625,0.7890625,"[223, 113, 48]"
6,12,0.7681640625,0.027656553449959535,0.671875,0.79296875,"[223, 113, 48]"
7,17,0.77109375,0.032714697994078286,0.6640625,0.80859375,"[226, 113, 146]"
8,20,0.76328125,0.03238655832527207,0.6953125,0.80859375,"[226, 113, 146]"
9,18,0.759375,0.0337252151471084,0.66796875,0.80078125,"[226, 113, 146]"
10,14,0.7666015625,0.03263238792517671,0.703125,0.80078125,"[226, 113, 146]"
11,19,0.7892578125,0.024221112535977137,0.73828125,0.83984375,"[220, 113, 78]"
12,14,0.7955078125,0.025889775135040642,0.72265625,0.83984375,"[220, 113, 78]"
13,18,0.7916015625,0.028950425493081595,0.75390625,0.83984375,"[220, 113, 78]"
14,15,0.8046875,0.034053897996411515,0.734375,0.83984375,"[220, 113, 78]"
15,18,0.8201171875,0.03062049054012637,0.76171875,0.83984375,"[220, 113, 78]"
16,14,0.833984375,0.017750887136721506,0.7734375,0.83984375,"[220, 113, 78]"
17,18,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
18,14,0.8318359375,0.02035283705221999,0.7734375,0.83984375,"[220, 113, 78]"
19,18,0.828125,0.023696485762661094,0.7734375,0.83984375,"[220, 113, 78]"
20,20,0.837109375,0.011918864298744029,0.78515625,0.83984375,"[220, 113, 78]"
21,14,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
22,16,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
23,16,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
24,14,0.834765625,0.015234375000000001,0.7890625,0.83984375,"[220, 113, 78]"
25,18,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
26,16,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
27,18,0.834765625,0.015234375000000001,0.7890625,0.83984375,"[220, 113, 78]"
28,18,0.828125,0.023696485762661094,0.7734375,0.83984375,"[220, 113, 78]"
29,16,0.8296875,0.0203125,0.7890625,0.83984375,"[220, 113, 78]"
30,12,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
31,18,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
32,18,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
33,18,0.8296875,0.020312500000000004,0.7890625,0.83984375,"[220, 113, 78]"
34,12,0.834765625,0.015234375000000001,0.7890625,0.83984375,"[220, 113, 78]"
35,14,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
36,15,0.834765625,0.015234375000000001,0.7890625,0.83984375,"[220, 113, 78]"
37,18,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
38,16,0.8248046875,0.02632809602186833,0.7734375,0.83984375,"[220, 113, 78]"
39,16,0.834765625,0.015234375,0.7890625,0.83984375,"[220, 113, 78]"
40,14,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
41,16,0.828125,0.023696485762661094,0.7734375,0.83984375,"[220, 113, 78]"
42,12,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
43,16,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
44,14,0.821484375,0.02833310594654467,0.7734375,0.83984375,"[220, 113, 78]"
45,16,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
46,19,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
47,16,0.833203125,0.019921875000000002,0.7734375,0.83984375,"[220, 113, 78]"
48,20,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
49,20,0.834765625,0.015234375000000001,0.7890625,0.83984375,"[220, 113, 78]"
50,14,0.83984375,0.0,0.83984375,0.83984375,"[220, 113, 78]"
