b0,b1,b2,candidate_seed,weighted_f1,macro_f1,ordinal_mae,quadratic_weighted_kappa,first_generation,seconds,wavelengths_nm
350,231,225,2008893964,0.7518682795698924,0.7493637992831541,0.3875,0.6997929606625259,12,210.23776344303042,"[868.78, 705.21, 697.05]"
357,230,217,2673953253,0.8208949322848407,0.8029696373962429,0.275,0.7896950578338591,12,207.8397212298587,"[878.5, 703.85, 686.18]"
362,252,226,2650988797,0.7814569976186114,0.7660439006862345,0.31875,0.7840655249441548,12,203.3665937562473,"[885.45, 733.84, 698.41]"
360,242,225,652511359,0.7530157288758843,0.7399242143970224,0.41875,0.6802538442762998,12,203.40389585588127,"[882.67, 720.19, 697.05]"
358,234,222,820116296,0.7762154773457894,0.7641709198930148,0.34375,0.7336436514093613,12,202.96519183926284,"[879.89, 709.29, 692.97]"
353,251,219,1211082617,0.7493279619117378,0.7438930598791431,0.3875,0.7049356223175965,12,207.48815016821027,"[872.94, 732.47, 688.9]"
353,254,219,127280734,0.7834083434308464,0.7516300271190353,0.33125,0.7691025946203285,12,207.22236952232197,"[872.94, 736.57, 688.9]"
392,232,224,3796711176,0.7350199820030765,0.7165604637155218,0.45,0.640950994662785,12,204.803074139636,"[927.28, 706.57, 695.69]"
359,230,225,798187159,0.7864814907874526,0.7778604087328205,0.34375,0.7258519087881117,12,205.0063377181068,"[881.28, 703.85, 697.05]"
366,213,225,1662179358,0.6640092165898619,0.6642089093701996,0.5,0.6314741035856574,12,201.0948266061023,"[891.02, 680.75, 697.05]"
362,299,225,4117605056,0.7272451760742158,0.7180130493947824,0.425,0.6924555502162422,12,203.34988236473873,"[885.45, 798.28, 697.05]"
334,249,218,4110473378,0.8001496819174477,0.7910858890712531,0.31875,0.7600404142460218,12,202.54990293970332,"[846.59, 729.74, 687.54]"
371,249,221,671783303,0.7834194188560766,0.7635292201060394,0.4125,0.6390243902439025,12,201.41889708815143,"[897.98, 729.74, 691.61]"
338,230,225,895416097,0.748735333139319,0.7408204251830554,0.38125,0.73053152039555,13,203.4563484680839,"[852.13, 703.85, 697.05]"
358,230,225,1784022604,0.7384855457334448,0.7313933149017182,0.49375,0.5873614713510964,13,206.24454848095775,"[879.89, 703.85, 697.05]"
354,235,219,2143778376,0.7862179487179486,0.7720985155195681,0.35,0.7332686711930165,13,199.10316585423425,"[874.33, 710.65, 688.9]"
355,248,216,4052215267,0.7772390109890109,0.7549221611721613,0.3875,0.6811160936721474,13,204.72320914734155,"[875.72, 728.38, 684.82]"
354,242,228,1192763127,0.7586315789473684,0.7784210526315789,0.3875,0.7185114503816794,13,203.64020527806133,"[874.33, 720.19, 701.13]"
350,236,220,3441817867,0.7821355866355867,0.7663118363118363,0.3875,0.669883189436262,13,201.6123053636402,"[868.78, 712.02, 690.25]"
355,230,221,3095121491,0.7667611808997691,0.7465654836227881,0.40625,0.6543022962402221,13,203.13804517220706,"[875.72, 703.85, 691.61]"
373,252,221,2688801092,0.6864034858413112,0.6832326585752497,0.44375,0.7043733203029563,13,204.8643837790005,"[900.77, 733.84, 691.61]"
352,251,219,4131040783,0.7752695100909387,0.7652115419972563,0.38125,0.7010130961205832,13,210.8671884071082,"[871.55, 732.47, 688.9]"
355,251,219,1946837017,0.8158083035194276,0.8041878137393571,0.325,0.7341211225997045,13,205.25068782828748,"[875.72, 732.47, 688.9]"
361,229,223,3601460857,0.8056453275736566,0.7923303640563106,0.33125,0.7101834618452539,13,202.7499637468718,"[884.06, 702.49, 694.33]"
359,231,218,2616340453,0.7613897171771935,0.7407156410951478,0.375,0.7061909758656874,13,203.41023142496124,"[881.28, 705.21, 687.54]"
354,226,217,2918172893,0.7921013807620951,0.78691576280862,0.3375,0.7424467558197128,13,208.01825143396854,"[874.33, 698.41, 686.18]"
336,252,217,4253839881,0.716802066220566,0.7230553218201975,0.425,0.6983184965380811,13,219.49822906730697,"[849.36, 733.84, 686.18]"
353,232,214,2332204998,0.7485612791370152,0.7165743884047535,0.41875,0.6577946768060836,13,222.31829458707944,"[872.94, 706.57, 682.11]"
350,242,229,1242204852,0.76505186232909,0.7466210906804966,0.40625,0.6782117415868337,13,212.6502058710903,"[868.78, 720.19, 702.49]"
358,249,228,2403099243,0.7509480435557773,0.7376243845078012,0.36875,0.7120921305182342,13,215.97580356383696,"[879.89, 729.74, 701.13]"
343,250,217,4170864106,0.750960935616108,0.738571256329877,0.4125,0.6855036855036856,13,217.33763443306088,"[859.06, 731.11, 686.18]"
365,250,219,1647459975,0.7492135602229629,0.7326263983067081,0.44375,0.6278037959083067,14,203.0165924099274,"[889.63, 731.11, 688.9]"
355,234,221,1817472853,0.7217628205128206,0.6872435897435898,0.4375,0.6767874632713027,14,207.88819386204705,"[875.72, 709.29, 691.61]"
358,226,222,914727030,0.7707389908822568,0.7575613496990357,0.41875,0.645859872611465,14,203.56354787712917,"[879.89, 698.41, 692.97]"
354,229,215,2021313365,0.7810191647108196,0.7662672075684804,0.375,0.7083130772970345,14,215.4205884579569,"[874.33, 702.49, 683.47]"
374,249,220,3604102607,0.7475556705319008,0.7448228518867956,0.4,0.6950000000000001,14,208.96848186617717,"[902.16, 729.74, 690.25]"
346,235,220,1551551154,0.8043121749168781,0.793222994230833,0.3,0.779559118236473,14,209.06944663310423,"[863.23, 710.65, 690.25]"
354,235,208,2460166972,0.7515717625448777,0.73476246138432,0.38125,0.7210354360392058,14,211.6529902042821,"[874.33, 710.65, 673.97]"
353,248,218,1833817975,0.8010762925598991,0.7958322824716267,0.2875,0.7944862155388471,14,214.58517300803214,"[872.94, 728.38, 687.54]"
371,235,221,4086504057,0.7708012532428471,0.764395299487725,0.35625,0.7274318579644912,14,207.3614532458596,"[897.98, 710.65, 691.61]"
349,237,227,3600361261,0.7168649949581987,0.7094882335147239,0.4375,0.6836381611468116,14,209.53989391075447,"[867.39, 713.38, 699.77]"
354,239,220,2118600267,0.800671892452014,0.790514963072811,0.33125,0.7421777221526908,14,205.47348467400298,"[874.33, 716.1, 690.25]"
369,252,218,2384413408,0.7135176524919447,0.7013320098166717,0.44375,0.671036359139253,14,209.3150359671563,"[895.19, 733.84, 687.54]"
355,209,227,90080435,0.737578947368421,0.7336842105263157,0.3625,0.7420741536808168,14,206.91239800397307,"[875.72, 675.33, 699.77]"
356,250,219,2442175516,0.7711544450644279,0.7583627464974545,0.375,0.7122302158273381,14,207.65154139976948,"[877.11, 731.11, 688.9]"
364,240,230,2263930618,0.7732850415291073,0.757131571343379,0.39375,0.6729088639200999,14,208.9358103708364,"[888.23, 717.47, 703.85]"
350,231,218,4277303979,0.72039240058389,0.7168270889547486,0.43125,0.6965419901199719,14,205.73327083000913,"[868.78, 705.21, 687.54]"
346,229,224,3949006944,0.747483660130719,0.754248366013072,0.45,0.6238397655105031,14,210.50548268062994,"[863.23, 702.49, 695.69]"
363,248,235,2954753381,0.7117013546660096,0.6868829381524125,0.45625,0.6793145654834761,15,211.568495715037,"[886.84, 728.38, 710.65]"
356,241,213,85226671,0.7611329573960549,0.7366866945775978,0.4,0.678407350689127,15,208.23321987176314,"[877.11, 718.83, 680.75]"
352,235,225,2992703519,0.7935318822489208,0.7853799344671556,0.3125,0.7723899059871351,15,207.90685632266104,"[871.55, 710.65, 697.05]"
347,235,202,3890726560,0.7017678290895247,0.6857635817064954,0.475,0.628291171915333,15,209.19214536529034,"[864.61, 710.65, 665.84]"
365,261,219,1647919202,0.7931444270453557,0.7722392892671531,0.35,0.7234791352438411,15,210.17427469603717,"[889.63, 746.14, 688.9]"
355,237,219,2941371737,0.7821838481211884,0.7623493343825825,0.35625,0.7164366373902133,15,205.44672463973984,"[875.72, 713.38, 688.9]"
352,256,219,4206791271,0.7540205782281981,0.7425037754043776,0.4,0.701419481155164,15,206.1653688279912,"[871.55, 739.3, 688.9]"
373,229,220,3459952518,0.6972756520503308,0.6934531668269801,0.525,0.571150097465887,15,210.07118764612824,"[900.77, 702.49, 690.25]"
354,250,218,2952395371,0.7080491551459293,0.6911930363543266,0.44375,0.6793145654834761,15,208.21151233417913,"[874.33, 731.11, 687.54]"
354,254,213,593210014,0.7737855773506406,0.7532876899079279,0.4,0.6719681908548708,15,204.5809825565666,"[874.33, 736.57, 680.75]"
354,225,220,2848151954,0.7313067435708944,0.7225609819949443,0.41875,0.6851418162893572,15,207.206171464175,"[874.33, 697.05, 690.25]"
368,241,242,1727637214,0.7608809389140272,0.7485270550527903,0.3375,0.7621564482029598,15,205.7348285582848,"[893.8, 718.83, 720.19]"
349,233,220,446832751,0.7205969345265635,0.7136255932001745,0.4875,0.5919395465994963,15,209.16494551906362,"[867.39, 707.93, 690.25]"
365,238,210,3089397070,0.7576429336698529,0.7283616516418112,0.3625,0.7518097207859359,15,204.6288792672567,"[889.63, 714.74, 676.68]"
352,236,227,818476156,0.7503601694915254,0.7244143850499782,0.425,0.6594892338507761,15,203.62779329810292,"[871.55, 712.02, 699.77]"
355,260,213,2280680893,0.7908099791208878,0.756096963356517,0.3625,0.7189922480620154,16,209.48016141494736,"[875.72, 744.77, 680.75]"
353,230,218,1817413798,0.7923539101105967,0.7890971840928701,0.35,0.71875,16,205.0924325659871,"[872.94, 703.85, 687.54]"
354,242,221,3996630684,0.7926282561409094,0.7867294020902966,0.33125,0.7550327431481931,16,203.1532990266569,"[874.33, 720.19, 691.61]"
352,243,222,3283016265,0.7209195595802285,0.7175569536426798,0.45,0.6575342465753424,16,205.76040954701602,"[871.55, 721.56, 692.97]"
366,236,226,1220042184,0.7811855203002654,0.775856919862963,0.36875,0.7192224622030238,16,203.4203969752416,"[891.02, 712.02, 698.41]"
353,239,240,2855371223,0.7895895451406991,0.7824454206415188,0.38125,0.6737235367372354,16,205.86188911972567,"[872.94, 716.1, 717.47]"
354,236,212,3950433809,0.7880467213388005,0.7753504517118379,0.33125,0.7516930022573364,16,206.0208963160403,"[874.33, 712.02, 679.4]"
355,241,219,12662432,0.7424540479424627,0.7242305991106643,0.4375,0.6577017114914425,16,206.92208714177832,"[875.72, 718.83, 688.9]"
366,262,252,784297418,0.6773644341295296,0.6720807518377592,0.40625,0.7540372670807454,16,202.14733745716512,"[891.02, 747.5, 733.84]"
353,234,208,441523432,0.7974583474445683,0.7770946329919195,0.35,0.7311569851176188,16,204.74842114001513,"[872.94, 709.29, 673.97]"
354,237,219,1452712232,0.7539185142324512,0.7360317483196823,0.4375,0.6430317848410758,16,210.44301739474759,"[874.33, 713.38, 688.9]"
354,252,219,822655738,0.762332128508273,0.7524991719827772,0.3875,0.6952767902488572,16,204.49114337423816,"[874.33, 733.84, 688.9]"
359,228,218,438440377,0.7526523977035648,0.7167222501408622,0.375,0.7164258962011771,16,201.89067346556112,"[881.28, 701.13, 687.54]"
359,271,220,4288802723,0.738881128561361,0.72673369911742,0.43125,0.6959851473659782,16,208.91188027430326,"[881.28, 759.83, 690.25]"
334,235,244,2539300324,0.7513977650890658,0.7479261521840028,0.4,0.7037744863831821,17,201.29038198990747,"[846.59, 710.65, 722.92]"
352,270,218,3173972890,0.786136320451687,0.7667128125782294,0.3375,0.7509765625,17,207.85724790068343,"[871.55, 758.46, 687.54]"
354,224,219,2334393636,0.740744210252407,0.7256847948651228,0.43125,0.657888259906473,17,203.80750527698547,"[874.33, 695.69, 688.9]"
355,231,213,3428796306,0.7624114998640914,0.750059440957039,0.38125,0.7132884567439541,17,204.85451320419088,"[875.72, 705.21, 680.75]"
352,258,217,3380720932,0.776995283018868,0.7690801886792453,0.3375,0.7466307277628033,17,209.2296068230644,"[871.55, 742.03, 686.18]"
350,231,220,2855532507,0.753988788203781,0.7355808736289641,0.375,0.7123068726691528,17,204.72954542003572,"[868.78, 705.21, 690.25]"
356,254,223,3653589010,0.7877237704189672,0.776769902802778,0.3625,0.7165200391006843,17,205.523665769957,"[877.11, 736.57, 694.33]"
352,234,225,2650605690,0.7839142941265582,0.76239395649773,0.375,0.6876574307304786,17,204.95811989577487,"[871.55, 709.29, 697.05]"
352,233,216,3486508211,0.7564004891055143,0.7600074158359231,0.34375,0.7535117943281209,17,203.3482396188192,"[871.55, 707.93, 684.82]"
352,235,216,1241222081,0.7304019398434629,0.7281568650193513,0.46875,0.6299832895679159,17,211.65120698790997,"[871.55, 710.65, 684.82]"
351,253,220,2893389360,0.7419948849104859,0.726462063086104,0.4375,0.6742671009771988,18,204.01682449597865,"[870.16, 735.2, 690.25]"
355,232,223,3524548113,0.758392580629048,0.76009257563396,0.3875,0.6929172857850421,18,203.7153664957732,"[875.72, 706.57, 694.33]"
356,258,226,3082772091,0.7261429101167829,0.7070073341272423,0.4375,0.6770988574267263,18,208.92025057598948,"[877.11, 742.03, 698.41]"
350,227,217,531580225,0.7118241369778098,0.6824815500473291,0.4625,0.6412096360840596,18,205.16817874414846,"[868.78, 699.77, 686.18]"
352,235,231,194168619,0.8122035088681576,0.8075370921935938,0.325,0.7306910569105691,18,203.21288573229685,"[871.55, 710.65, 705.21]"
352,242,213,129408934,0.715563779849494,0.6779542850971422,0.5375,0.5621797857475548,18,205.5692162066698,"[871.55, 720.19, 680.75]"
352,256,216,2022901931,0.7391393961815715,0.7284922850405647,0.4375,0.6514047866805411,18,203.6311947768554,"[871.55, 739.3, 684.82]"
366,235,225,2486185646,0.8308496008708273,0.8182202467343977,0.2875,0.7649463464486459,18,208.40741071430966,"[891.02, 710.65, 697.05]"
352,233,225,2423684499,0.7539817849208529,0.7409976571442836,0.41875,0.6543022962402221,18,204.87620923109353,"[871.55, 707.93, 697.05]"
355,250,217,4217866646,0.7215336081771037,0.7096001390936841,0.43125,0.6799801538079882,18,206.24628949258476,"[875.72, 731.11, 686.18]"
351,235,226,2785233979,0.7745000751992782,0.7703594525492555,0.38125,0.7022512708787219,18,207.11550326785073,"[870.16, 710.65, 698.41]"
352,251,218,188484931,0.7616473142641367,0.7513578149092168,0.3625,0.7394296951819075,18,203.71019093319774,"[871.55, 732.47, 687.54]"
354,229,225,788680502,0.7177342216690674,0.6913359704893824,0.55,0.5269631031220435,18,202.1857175170444,"[874.33, 702.49, 697.05]"
350,237,221,1533214054,0.6711495558509972,0.6612074229438677,0.51875,0.6021744502100321,19,208.40169422794133,"[868.78, 713.38, 691.61]"
356,247,222,2759652649,0.772418598507364,0.757213306034388,0.4125,0.6702230843840931,19,205.51660691015422,"[877.11, 727.01, 692.97]"
350,248,223,1318042019,0.7015564634957144,0.686817576250156,0.43125,0.7003273734575675,19,207.6475007450208,"[868.78, 728.38, 694.33]"
352,239,221,947242577,0.7676276867786302,0.7377652221991845,0.40625,0.6655770681418154,19,204.3660220769234,"[871.55, 716.1, 691.61]"
355,250,218,945643102,0.7380121263323178,0.7130819601250465,0.49375,0.6054807465154737,19,204.57719436194748,"[875.72, 731.11, 687.54]"
351,250,218,821814902,0.7742220090253349,0.751481126153336,0.4125,0.6362677912493411,19,205.30373745132238,"[870.16, 731.11, 687.54]"
354,254,217,2009501882,0.7756725920101797,0.7661944827366226,0.3625,0.7212366953877344,19,205.3577846447006,"[874.33, 736.57, 686.18]"
352,231,226,542438898,0.717232568270304,0.7224840498425404,0.45625,0.645859872611465,19,207.80524772964418,"[871.55, 705.21, 698.41]"
355,255,224,1406591951,0.7987547120189358,0.79449314748254,0.3125,0.7610751617720259,20,203.26188765419647,"[875.72, 737.93, 695.69]"
351,229,219,700725520,0.7478107844077386,0.7342051408065001,0.44375,0.6222166624968727,20,203.1550233308226,"[870.16, 702.49, 688.9]"
372,235,225,1227688448,0.722659151193634,0.7188549955791335,0.39375,0.7238408918165695,20,204.83621002174914,"[899.37, 710.65, 697.05]"
345,235,225,4034440428,0.7492694277095708,0.7365968449247564,0.4375,0.6555070354196992,20,201.80063617881387,"[861.84, 710.65, 697.05]"
354,235,225,2533588948,0.827149223325694,0.8136830489771666,0.31875,0.726412682178471,20,209.0608552559279,"[874.33, 710.65, 697.05]"
350,235,226,3160025511,0.7514359165172682,0.7364949430030782,0.41875,0.6791314837153197,20,206.2547497698106,"[868.78, 710.65, 698.41]"
352,235,224,3550190418,0.7346130650841898,0.7267267518027397,0.44375,0.6613781671797301,20,203.38324342202395,"[871.55, 710.65, 695.69]"
351,245,227,2304735265,0.7101382062258865,0.6950786603949757,0.45,0.6761720637989366,20,208.12450660485774,"[870.16, 724.28, 699.77]"
355,240,216,4014663106,0.7314940627125981,0.7299528933968293,0.41875,0.6962332928311057,20,203.66584568098187,"[875.72, 717.47, 684.82]"
351,235,216,649005069,0.7235531921645189,0.7192397034079825,0.46875,0.6222166624968726,20,205.11154569219798,"[870.16, 710.65, 684.82]"
355,250,227,1175625458,0.7005281562022224,0.6743187078810035,0.48125,0.6494156928213689,20,210.9766897992231,"[875.72, 731.11, 699.77]"
355,251,228,2521803832,0.7643549715483677,0.7505365878007387,0.35,0.7493606138107417,20,204.3391535328701,"[875.72, 732.47, 701.13]"
355,299,243,2725357996,0.6830851063829787,0.647340425531915,0.5125,0.6461397058823528,20,202.99620504165068,"[875.72, 798.28, 721.56]"
343,199,257,976905246,0.7074584565134465,0.6865518111450187,0.44375,0.6680161943319838,20,204.34525385778397,"[859.06, 661.78, 740.67]"
355,258,219,55097362,0.7129808217890188,0.7003170860226339,0.4375,0.6820512820512821,21,207.25035284180194,"[875.72, 742.03, 688.9]"
352,252,223,3028942368,0.7731171087218119,0.759569900051423,0.4,0.6856581532416504,21,204.30071554426104,"[871.55, 733.84, 694.33]"
352,237,226,2205352964,0.7462042762813121,0.7470425881284282,0.36875,0.7437149133512326,21,202.58870780281723,"[871.55, 713.38, 698.41]"
356,252,217,3881198310,0.7236577214170297,0.696749243239084,0.4375,0.6866096866096866,21,204.51385706011206,"[877.11, 733.84, 686.18]"
348,233,227,2426282490,0.7388711370896438,0.7181639677989788,0.4375,0.6504559270516718,21,207.02231397898868,"[866.0, 707.93, 699.77]"
349,235,225,2069565997,0.7807740424712902,0.7879402707384359,0.34375,0.7421203438395415,21,203.47961430298164,"[867.39, 710.65, 697.05]"
356,235,225,3550944359,0.7493448781381711,0.7486917923971249,0.40625,0.6825806451612904,21,208.44749173894525,"[877.11, 710.65, 697.05]"
366,262,225,3104252108,0.8700979843225085,0.8763610130071496,0.1875,0.8711063372717508,21,206.80471632583067,"[891.02, 747.5, 697.05]"
352,244,225,2764503993,0.7520420276455615,0.7496022098186259,0.40625,0.6919718651467378,21,203.28715647989884,"[871.55, 722.92, 697.05]"
354,244,223,3146113118,0.8000936351552115,0.7959893919253525,0.35625,0.7031678722873534,21,207.19794408325106,"[874.33, 722.92, 694.33]"
366,235,243,786230613,0.7919897427887118,0.7748082196535805,0.31875,0.778343949044586,21,205.67906190594658,"[891.02, 710.65, 721.56]"
360,251,222,3747747935,0.7256611088098025,0.707484986330169,0.4875,0.6236059479553904,22,206.86817460833117,"[882.67, 732.47, 692.97]"
360,234,221,2522962094,0.7323399528061636,0.7244485986394108,0.475,0.6035678889990089,22,204.60888070380315,"[882.67, 709.29, 691.61]"
346,230,219,2391038774,0.8110242215863901,0.8083598546259809,0.31875,0.7351504242735922,22,204.94369243085384,"[863.23, 703.85, 688.9]"
357,255,224,90819053,0.8110691391941393,0.8153235653235653,0.3125,0.7518097207859359,22,206.04245854867622,"[878.5, 737.93, 695.69]"
346,252,225,102730904,0.7303246753246754,0.7266233766233767,0.475,0.6061814556331007,22,204.1669470500201,"[863.23, 733.84, 697.05]"
371,261,222,1268663060,0.7682224479991581,0.7494648407593575,0.39375,0.6693569382973183,22,205.02190900407732,"[897.98, 746.14, 692.97]"
355,257,219,3498479530,0.6935678095138087,0.6885428698939411,0.475,0.6483407627538386,22,202.94611075427383,"[875.72, 740.67, 688.9]"
369,233,221,3233624336,0.7689005416818095,0.7604494401467561,0.33125,0.7645536869340233,22,202.9710339549929,"[895.19, 707.93, 691.61]"
351,252,222,126633056,0.8021053618411029,0.7865357164353854,0.31875,0.7511134398742467,22,208.95499464822933,"[870.16, 733.84, 692.97]"
355,250,219,590091108,0.7907785481938024,0.7777706442960679,0.38125,0.6669209255021611,22,203.20834156498313,"[875.72, 731.11, 688.9]"
368,241,224,2587504495,0.720308152551952,0.7005627228067124,0.4375,0.6873473375671715,22,204.75984766008332,"[893.8, 718.83, 695.69]"
353,244,232,820190974,0.7679359619264836,0.7490809449475007,0.3625,0.7233400402414487,22,207.3209052318707,"[872.94, 722.92, 706.57]"
355,251,216,69020755,0.7129253803721889,0.7042583500030308,0.5,0.6159317211948792,22,204.73450404871255,"[875.72, 732.47, 684.82]"
361,242,226,3658324283,0.7623000602110002,0.7457612328420464,0.34375,0.776173285198556,22,207.16834745416418,"[884.06, 720.19, 698.41]"
359,243,235,431447265,0.7762646029391314,0.7640913533602214,0.38125,0.689158453373768,22,207.78587661636993,"[881.28, 721.56, 710.65]"
347,226,233,106929035,0.7340332767722474,0.7242057880844646,0.4125,0.70703125,23,206.67604828020558,"[864.61, 698.41, 707.93]"
357,246,220,2115169645,0.7468963697762769,0.7294632052905586,0.40625,0.709700259617654,23,208.0318124340847,"[878.5, 725.65, 690.25]"
351,251,218,2394425636,0.7754951307938676,0.7658692223902193,0.35,0.7342026078234704,23,209.98427376011387,"[870.16, 732.47, 687.54]"
354,251,222,1422184532,0.7840354227701619,0.7645511771482915,0.34375,0.7281905254983174,23,205.89844937901944,"[874.33, 732.47, 692.97]"
358,248,216,3681240087,0.769324688393147,0.7610194320937644,0.40625,0.6505993369038511,23,206.24907702486962,"[879.89, 728.38, 684.82]"
355,245,237,1513240058,0.7217304625199362,0.694843168527379,0.45,0.6500739280433712,23,207.94773162715137,"[875.72, 724.28, 713.38]"
357,243,214,3698222414,0.7856614858636423,0.7577157792791216,0.39375,0.676320272572402,23,205.8590884245932,"[878.5, 721.56, 682.11]"
356,250,239,1001059781,0.7736091954022989,0.7537931034482759,0.3375,0.7486910994764397,23,203.88711765687913,"[877.11, 731.11, 716.1]"
360,252,219,4007591658,0.7379814612541707,0.7349049122439514,0.39375,0.7245508982035929,23,204.85059703001752,"[882.67, 733.84, 688.9]"
363,231,220,1044304219,0.7703510401342972,0.7467457135184318,0.3625,0.7232008052340211,23,204.1105879722163,"[886.84, 705.21, 690.25]"
356,248,221,1325762029,0.7551610387436468,0.7373716465991323,0.40625,0.6742754552449346,23,207.99747663037851,"[877.11, 728.38, 691.61]"
359,249,237,525923482,0.7462595335163767,0.7449760102060625,0.3875,0.7231665857212239,23,202.47480607638136,"[881.28, 729.74, 713.38]"
354,241,219,3829029688,0.7233346804068161,0.7031414876181495,0.50625,0.5913064020789038,24,201.52109463280067,"[874.33, 718.83, 688.9]"
357,252,213,809946810,0.671926752192059,0.6867522552667223,0.4375,0.7168857431749243,24,204.7125636311248,"[878.5, 733.84, 680.75]"
355,252,224,3749084949,0.7892904809125552,0.7832676400088976,0.31875,0.7582531842994541,24,202.94570508785546,"[875.72, 733.84, 695.69]"
353,242,217,2235430694,0.7022169540229886,0.7057064176245211,0.475,0.65565379246161,24,204.30997910909355,"[872.94, 720.19, 686.18]"
357,240,215,1246833184,0.7866897323501096,0.7850336944676567,0.3875,0.672544080604534,24,210.87390474183485,"[878.5, 717.47, 683.47]"
354,253,217,593426712,0.7368653602880357,0.7325238408018295,0.45,0.6395061728395062,24,203.74123615724966,"[874.33, 735.2, 686.18]"
352,246,216,3671347155,0.7894171819671264,0.7751374134559483,0.3375,0.7395833333333333,24,204.9836622979492,"[871.55, 725.65, 684.82]"
355,247,215,1637186656,0.8328094133361453,0.8116905105041772,0.29375,0.7620799607554575,24,203.2875123419799,"[875.72, 727.01, 683.47]"
353,250,217,2645722276,0.7368134840713857,0.7219385317248035,0.4375,0.647239263803681,24,208.42328862426803,"[872.94, 731.11, 686.18]"
327,243,218,3057606097,0.7721443687891056,0.7556572813151761,0.3625,0.7268588770864947,24,203.37873487640172,"[836.91, 721.56, 687.54]"
357,251,216,2235730493,0.7726209355533064,0.7620329031989236,0.375,0.7080653142008907,24,208.64565883763134,"[878.5, 732.47, 684.82]"
354,242,216,1285752701,0.7430370789385641,0.7252639175402025,0.4375,0.649390243902439,24,209.18400055216625,"[874.33, 720.19, 684.82]"
356,251,218,38351509,0.7693983710235542,0.7621835425519707,0.39375,0.6707285455016853,24,204.34752172976732,"[877.11, 732.47, 687.54]"
354,249,239,903043494,0.7616379394760756,0.7514627169962085,0.41875,0.677722888732063,24,203.18046733178198,"[874.33, 729.74, 716.1]"
357,251,215,324949752,0.7830134329222396,0.7765570416690792,0.36875,0.6898618712535836,25,207.39355872524902,"[878.5, 732.47, 683.47]"
354,251,219,1126388586,0.790208003623873,0.7694456422727143,0.3375,0.7309644670050761,25,205.1400168510154,"[874.33, 732.47, 688.9]"
343,261,218,3695039249,0.8186571556317979,0.8061689417719055,0.31875,0.7349154253976269,25,205.90247177472338,"[859.06, 746.14, 687.54]"
367,273,218,2373039242,0.7174680041508129,0.7251585379914678,0.4375,0.6980956804458895,25,205.52467828104272,"[892.41, 762.57, 687.54]"
355,249,220,2300581232,0.6955793896505971,0.6981878716398839,0.46875,0.6411300585390685,25,204.91425786307082,"[875.72, 729.74, 690.25]"
362,247,209,1081278928,0.7230801846628336,0.706708669741607,0.44375,0.6537573736855604,25,205.21644356986508,"[885.45, 727.01, 675.33]"
354,250,215,1913443795,0.7000141467848888,0.6968412280442742,0.48125,0.6212691246551292,25,205.7342487401329,"[874.33, 731.11, 683.47]"
353,246,216,1317941236,0.740446549259393,0.7110858403572464,0.41875,0.7022847911377799,25,205.31221236893907,"[872.94, 725.65, 684.82]"
355,251,218,1754851672,0.7942459716483582,0.7898265768317467,0.33125,0.7402256625557596,25,203.18220451008528,"[875.72, 732.47, 687.54]"
356,244,216,2224137691,0.8081767860200063,0.7973431041651381,0.31875,0.743979721166033,25,207.6252271621488,"[877.11, 722.92, 684.82]"
354,239,221,2461518457,0.7862835949092348,0.7777825495485533,0.3375,0.7569444444444444,25,203.82006918033585,"[874.33, 716.1, 691.61]"
352,244,215,1387317688,0.7404671297143869,0.7147463185151117,0.43125,0.6803652968036529,25,202.83666999498382,"[871.55, 722.92, 683.47]"
354,248,224,49875386,0.737457786853059,0.7249352077279511,0.4,0.6988577362409139,25,209.84071452496573,"[874.33, 728.38, 695.69]"
355,244,213,2180988415,0.7270665186978746,0.7134971078827012,0.48125,0.6100073583517293,25,203.906085152179,"[875.72, 722.92, 680.75]"
355,254,225,1304221334,0.736159447821682,0.7224185241472475,0.39375,0.6989422294548413,25,205.2987059871666,"[875.72, 736.57, 697.05]"
