,precision,recall,f1-score,support
0,0.7796610169491526,0.8214285714285714,0.8,56.0
1,0.7931034482758621,0.8214285714285714,0.8070175438596491,56.0
2,0.8431372549019608,0.7543859649122807,0.7962962962962963,57.0
3,0.7586206896551724,0.7719298245614035,0.7652173913043478,57.0
accuracy,0.7920353982300885,0.7920353982300885,0.7920353982300885,0.7920353982300885
macro avg,0.7936306024455371,0.7922932330827068,0.7921328078650733,226.0
weighted avg,0.793694747311316,0.7920353982300885,0.7920321356167127,226.0
