gen,nevals,avg,std,min,max,best
0,20,0.714453125,0.05611828110882741,0.5546875,0.78125,"[149, 421, 77]"
1,16,0.72265625,0.05407017647811962,0.53125,0.796875,"[94, 188, 406]"
2,14,0.7384765625,0.047960653709047986,0.64453125,0.8046875,"[78, 129, 180]"
3,16,0.7095703125,0.0763596943254782,0.5078125,0.8046875,"[78, 129, 180]"
4,14,0.75,0.03894513618942037,0.671875,0.8046875,"[78, 129, 180]"
5,13,0.774609375,0.02570716153714515,0.73046875,0.8046875,"[78, 129, 180]"
6,12,0.781640625,0.03577792356262623,0.6640625,0.8046875,"[78, 129, 180]"
7,17,0.775390625,0.03393045291129526,0.67578125,0.8203125,"[107, 154, 200]"
8,20,0.7775390625,0.03264641280513019,0.6796875,0.80859375,"[107, 154, 200]"
9,18,0.7841796875,0.032958080138058996,0.69921875,0.82421875,"[94, 156, 188]"
10,14,0.79140625,0.028795183584347055,0.72265625,0.82421875,"[94, 156, 188]"
11,19,0.7833984375,0.031913727813422534,0.69921875,0.82421875,"[94, 156, 188]"
12,14,0.7826171875,0.030913100976959897,0.7265625,0.82421875,"[94, 156, 188]"
13,18,0.796484375,0.019092733452890528,0.76171875,0.82421875,"[94, 156, 188]"
14,15,0.7951171875,0.029452062936753152,0.71875,0.82421875,"[94, 156, 188]"
15,18,0.797265625,0.027285093336094253,0.74609375,0.82421875,"[94, 156, 188]"
16,14,0.8044921875,0.035079669196244834,0.69140625,0.82421875,"[94, 156, 188]"
17,18,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
18,14,0.8205078125,0.01617560154829547,0.75,0.82421875,"[94, 156, 188]"
19,18,0.818359375,0.017578125,0.765625,0.82421875,"[94, 156, 188]"
20,20,0.820703125,0.010546875,0.7890625,0.82421875,"[94, 156, 188]"
21,14,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
22,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
23,16,0.818359375,0.017578125,0.765625,0.82421875,"[94, 156, 188]"
24,14,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
25,18,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
26,16,0.8125,0.0234375,0.765625,0.82421875,"[94, 156, 188]"
27,18,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
28,18,0.818359375,0.017578125,0.765625,0.82421875,"[94, 156, 188]"
29,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
30,12,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
31,18,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
32,18,0.820703125,0.010546874999999999,0.7890625,0.82421875,"[94, 156, 188]"
33,18,0.8171875,0.0140625,0.7890625,0.82421875,"[94, 156, 188]"
34,12,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
35,14,0.820703125,0.010546874999999999,0.7890625,0.82421875,"[94, 156, 188]"
36,15,0.818359375,0.017578125,0.765625,0.82421875,"[94, 156, 188]"
37,18,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
38,16,0.823828125,0.0017026948998205755,0.81640625,0.82421875,"[94, 156, 188]"
39,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
40,14,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
41,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
42,12,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
43,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
44,14,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
45,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
46,19,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
47,16,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
48,20,0.82421875,0.0,0.82421875,0.82421875,"[94, 156, 188]"
49,20,0.820703125,0.010546874999999999,0.7890625,0.82421875,"[94, 156, 188]"
50,14,0.820703125,0.010546874999999999,0.7890625,0.82421875,"[94, 156, 188]"
