,precision,recall,f1-score,support
0,0.8627450980392157,0.7857142857142857,0.822429906542056,56.0
1,0.8431372549019608,0.7678571428571429,0.8037383177570093,56.0
2,0.7142857142857143,0.8771929824561403,0.7874015748031497,57.0
3,0.8148148148148148,0.7719298245614035,0.7927927927927928,57.0
accuracy,0.8008849557522124,0.8008849557522124,0.8008849557522124,0.8008849557522124
macro avg,0.8087457205104265,0.8006735588972431,0.8015906479737519,226.0
weighted avg,0.8083546102806904,0.8008849557522124,0.8014889359013999,226.0
