gen,nevals,avg,std,min,max,best
0,20,0.702734375,0.060841019375680046,0.5390625,0.8046875,"[100, 178, 62]"
1,16,0.723828125,0.040933697938900226,0.6484375,0.77734375,"[100, 178, 62]"
2,14,0.75,0.02492052798083841,0.69140625,0.77734375,"[100, 178, 62]"
3,16,0.73828125,0.03964410767614148,0.640625,0.78515625,"[100, 178, 62]"
4,14,0.7548828125,0.03902097402134164,0.6328125,0.78515625,"[100, 178, 62]"
5,13,0.7603515625,0.03381276264194436,0.66796875,0.78515625,"[100, 178, 62]"
6,12,0.7767578125,0.016722902156712176,0.71875,0.78515625,"[100, 178, 62]"
7,17,0.777734375,0.026975760422843043,0.671875,0.80859375,"[141, 163, 81]"
8,20,0.7720703125,0.03627295457895205,0.6484375,0.8046875,"[141, 163, 81]"
9,18,0.7822265625,0.017766997459629154,0.70703125,0.8046875,"[141, 163, 81]"
10,14,0.77421875,0.03648947702548983,0.640625,0.8046875,"[141, 163, 81]"
11,19,0.773046875,0.03701468181575893,0.64453125,0.80859375,"[141, 163, 81]"
12,14,0.7880859375,0.024359313612414633,0.72265625,0.8203125,"[129, 156, 84]"
13,18,0.7912109375,0.022893257901055033,0.75,0.828125,"[125, 156, 84]"
14,15,0.79140625,0.029320303132492505,0.71484375,0.828125,"[125, 156, 84]"
15,18,0.7919921875,0.02174469420512091,0.73046875,0.8203125,"[125, 156, 84]"
16,14,0.794921875,0.01796450357432331,0.7578125,0.8203125,"[125, 156, 84]"
17,18,0.7865234375,0.029960580995271414,0.703125,0.8203125,"[125, 156, 84]"
18,14,0.796484375,0.023725444748531586,0.71875,0.8203125,"[125, 156, 84]"
19,18,0.7916015625,0.025111901659979254,0.71875,0.81640625,"[125, 156, 84]"
20,20,0.7921875,0.02374794398995416,0.71875,0.8203125,"[125, 156, 84]"
21,14,0.7947265625,0.026042561833572914,0.734375,0.8203125,"[125, 156, 84]"
22,16,0.79453125,0.03094085366923883,0.71484375,0.8203125,"[125, 156, 84]"
23,16,0.80390625,0.020802385868272415,0.765625,0.8203125,"[125, 156, 84]"
24,14,0.802734375,0.03191432546556287,0.69921875,0.8203125,"[125, 156, 84]"
25,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
26,16,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
27,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
28,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
29,16,0.79609375,0.0484375,0.69921875,0.8203125,"[125, 156, 84]"
30,12,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
31,18,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
32,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
33,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
34,12,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
35,14,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
36,15,0.783984375,0.05549212755610588,0.69921875,0.8203125,"[125, 156, 84]"
37,18,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
38,16,0.8201171875,0.0008513474499102879,0.81640625,0.8203125,"[125, 156, 84]"
39,16,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
40,14,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
41,16,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
42,12,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
43,16,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
44,14,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
45,16,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
46,19,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
47,16,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
48,20,0.8203125,0.0,0.8203125,0.8203125,"[125, 156, 84]"
49,20,0.808203125,0.036328124999999996,0.69921875,0.8203125,"[125, 156, 84]"
50,14,0.79609375,0.04843750000000001,0.69921875,0.8203125,"[125, 156, 84]"
