,precision,recall,f1-score,support
0,0.8571428571428571,0.75,0.8,56.0
1,0.8103448275862069,0.8392857142857143,0.8245614035087719,56.0
2,0.8035714285714286,0.7894736842105263,0.7964601769911505,57.0
3,0.7619047619047619,0.8421052631578947,0.8,57.0
accuracy,0.8053097345132744,0.8053097345132744,0.8053097345132744,0.8053097345132744
macro avg,0.8082409688013137,0.8052161654135339,0.8052553951249806,226.0
weighted avg,0.8080152796547364,0.8053097345132744,0.8051932242698531,226.0
