,precision,recall,f1-score,support
0,0.84,0.75,0.7924528301886793,56.0
1,0.8181818181818182,0.8035714285714286,0.8108108108108109,56.0
2,0.8148148148148148,0.7719298245614035,0.7927927927927928,57.0
3,0.7164179104477612,0.8421052631578947,0.7741935483870968,57.0
accuracy,0.7920353982300885,0.7920353982300885,0.7920353982300885,0.7920353982300885
macro avg,0.7973536358610985,0.7919016290726817,0.7925624955448449,226.0
weighted avg,0.797072775036056,0.7920353982300885,0.7924822360319697,226.0
