gen,nevals,avg,std,min,max,best
0,25,0.7121875,0.0435363084821164,0.59765625,0.7734375,"[218, 125, 261]"
1,15,0.73640625,0.03637840941925581,0.625,0.7734375,"[218, 125, 261]"
2,22,0.725,0.0395130269262556,0.6015625,0.7734375,"[218, 125, 261]"
3,22,0.73296875,0.030496381701359262,0.671875,0.77734375,"[182, 258, 365]"
4,22,0.73671875,0.05117038404316505,0.5703125,0.80078125,"[232, 115, 447]"
5,20,0.7459375,0.03183974766310185,0.66796875,0.80078125,"[232, 115, 447]"
6,20,0.73421875,0.04530549514821574,0.6484375,0.80078125,"[119, 166, 377]"
7,22,0.75671875,0.029862150740946305,0.6640625,0.80078125,"[119, 166, 377]"
8,24,0.75140625,0.029375000000000002,0.6953125,0.8046875,"[144, 94, 400]"
9,17,0.75171875,0.04228980650671033,0.65234375,0.796875,"[144, 94, 400]"
10,22,0.7415625,0.04735019551833973,0.63671875,0.80078125,"[144, 94, 400]"
11,18,0.75953125,0.03202324595118365,0.6953125,0.80078125,"[144, 94, 400]"
12,20,0.76703125,0.03184741453399318,0.6796875,0.796875,"[144, 94, 400]"
13,24,0.75234375,0.04624577683421482,0.60546875,0.796875,"[144, 94, 400]"
14,18,0.773125,0.02757535839522308,0.72265625,0.796875,"[144, 94, 400]"
15,22,0.793125,0.00978778735210364,0.75390625,0.796875,"[144, 94, 400]"
16,22,0.79375,0.007160274523368499,0.77734375,0.796875,"[144, 94, 400]"
17,22,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
18,20,0.7940625,0.013778379803155376,0.7265625,0.796875,"[144, 94, 400]"
19,20,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
20,24,0.79578125,0.005358258812338202,0.76953125,0.796875,"[144, 94, 400]"
21,17,0.79421875,0.007305418579725599,0.76953125,0.796875,"[144, 94, 400]"
22,22,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
23,18,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
24,16,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
25,22,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
26,16,0.79375,0.0071602745233685,0.77734375,0.796875,"[144, 94, 400]"
27,22,0.7946875,0.005958023739043006,0.77734375,0.796875,"[144, 94, 400]"
28,18,0.793125,0.008733242882801324,0.76953125,0.796875,"[144, 94, 400]"
29,22,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
30,20,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
31,18,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
32,22,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
33,20,0.7946875,0.007418173419043262,0.76953125,0.796875,"[144, 94, 400]"
34,18,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
35,20,0.79609375,0.003827327723098716,0.77734375,0.796875,"[144, 94, 400]"
36,17,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
37,19,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
38,16,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
39,18,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
40,22,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
41,21,0.7946875,0.007418173419043262,0.76953125,0.796875,"[144, 94, 400]"
42,22,0.79625,0.0030618621784789728,0.78125,0.796875,"[144, 94, 400]"
43,24,0.7946875,0.007418173419043262,0.76953125,0.796875,"[144, 94, 400]"
44,17,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
45,20,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
46,20,0.7946875,0.007418173419043262,0.76953125,0.796875,"[144, 94, 400]"
47,22,0.796875,0.0,0.796875,0.796875,"[144, 94, 400]"
48,20,0.7946875,0.007418173419043262,0.76953125,0.796875,"[144, 94, 400]"
49,16,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
50,24,0.7953125,0.005298695299316615,0.77734375,0.796875,"[144, 94, 400]"
