,precision,recall,f1-score,support
0,0.84,0.75,0.7924528301886793,56.0
1,0.8269230769230769,0.7678571428571429,0.7962962962962963,56.0
2,0.7692307692307693,0.8771929824561403,0.819672131147541,57.0
3,0.7627118644067796,0.7894736842105263,0.7758620689655172,57.0
accuracy,0.7964601769911505,0.7964601769911505,0.7964601769911505,0.7964601769911505
macro avg,0.7997164276401565,0.7961309523809523,0.7960708316495085,226.0
weighted avg,0.7994177983408521,0.7964601769911505,0.7960858428743494,226.0
