b0,b1,b2,wavelength_0_nm,wavelength_1_nm,wavelength_2_nm,weighted_f1,macro_f1,ordinal_mae,quadratic_weighted_kappa,candidate_seed
366,262,225,891.02,747.5,697.05,0.8700979843225085,0.8763610130071496,0.1875,0.8711063372717508,3104252108
