gen,nevals,avg,std,min,max,best
0,25,0.70953125,0.044123406486806974,0.6015625,0.79296875,"[81, 63, 172]"
1,15,0.73015625,0.03581705359357467,0.62890625,0.79296875,"[81, 63, 172]"
2,22,0.7371875,0.03731268320725541,0.671875,0.79296875,"[81, 63, 172]"
3,22,0.71828125,0.0522599609225361,0.57421875,0.78125,"[81, 63, 172]"
4,22,0.74875,0.028335152361951402,0.64453125,0.78125,"[81, 63, 172]"
5,20,0.73,0.04515489833617168,0.60546875,0.78125,"[81, 63, 172]"
6,20,0.73328125,0.04057268265871755,0.66015625,0.80859375,"[217, 224, 114]"
7,22,0.75171875,0.0394059897889902,0.609375,0.80859375,"[217, 224, 114]"
8,24,0.74265625,0.043656708569531445,0.6171875,0.80078125,"[217, 224, 114]"
9,17,0.75625,0.03169603558609499,0.66796875,0.7890625,"[217, 224, 114]"
10,22,0.75546875,0.044235586459037704,0.609375,0.8046875,"[217, 224, 114]"
11,18,0.7590625,0.037299594711269986,0.66015625,0.8046875,"[217, 224, 114]"
12,20,0.7728125,0.02340309975462652,0.72265625,0.8203125,"[226, 98, 353]"
13,24,0.7678125,0.023177727050985825,0.70703125,0.80078125,"[226, 98, 353]"
14,18,0.77515625,0.024855048531435216,0.7265625,0.80859375,"[226, 98, 353]"
15,22,0.77546875,0.03402018587361039,0.65625,0.8203125,"[229, 120, 407]"
16,22,0.78515625,0.018454705954715184,0.7421875,0.80859375,"[229, 120, 407]"
17,22,0.77703125,0.025265194994794717,0.7109375,0.82421875,"[231, 112, 408]"
18,20,0.7903125,0.023299594282948363,0.74609375,0.82421875,"[229, 112, 416]"
19,20,0.7921875,0.025024402153198386,0.734375,0.828125,"[228, 112, 409]"
20,24,0.78671875,0.025387620014487376,0.73828125,0.82421875,"[228, 112, 409]"
21,17,0.796875,0.020432338797846908,0.7421875,0.82421875,"[228, 112, 409]"
22,22,0.80140625,0.027812499999999997,0.74609375,0.82421875,"[228, 112, 409]"
23,18,0.815625,0.020610790559801435,0.76171875,0.82421875,"[228, 112, 409]"
24,16,0.82109375,0.01059739059863323,0.78515625,0.82421875,"[228, 112, 409]"
25,22,0.81921875,0.01695582495781317,0.76171875,0.82421875,"[228, 112, 409]"
26,16,0.82234375,0.006358434359179939,0.80078125,0.82421875,"[228, 112, 409]"
27,22,0.82046875,0.018371173070873836,0.73046875,0.82421875,"[228, 112, 409]"
28,18,0.82109375,0.01059739059863323,0.78515625,0.82421875,"[228, 112, 409]"
29,22,0.82421875,0.0,0.82421875,0.82421875,"[228, 112, 409]"
30,20,0.81109375,0.023975084723520793,0.76171875,0.82421875,"[228, 112, 409]"
31,18,0.81796875,0.014320549046737002,0.78515625,0.82421875,"[228, 112, 409]"
32,22,0.82421875,0.0,0.82421875,0.82421875,"[228, 112, 409]"
33,20,0.82421875,0.0,0.82421875,0.82421875,"[228, 112, 409]"
34,18,0.82421875,0.0,0.82421875,0.82421875,"[228, 112, 409]"
35,20,0.81671875,0.020310096011589902,0.76171875,0.82421875,"[228, 112, 409]"
36,17,0.81796875,0.014320549046737002,0.78515625,0.82421875,"[228, 112, 409]"
37,19,0.81296875,0.020738325028796325,0.76171875,0.82421875,"[228, 112, 409]"
38,16,0.82234375,0.006358434359179939,0.80078125,0.82421875,"[228, 112, 409]"
39,18,0.82234375,0.006358434359179939,0.80078125,0.82421875,"[228, 112, 409]"
40,22,0.81421875,0.022912878474779203,0.76171875,0.82421875,"[228, 112, 409]"
41,21,0.80796875,0.024598335817693034,0.76171875,0.82421875,"[228, 112, 409]"
42,22,0.81578125,0.021528505812062292,0.73046875,0.82421875,"[228, 112, 409]"
43,24,0.81734375,0.012755207269974094,0.78515625,0.82421875,"[228, 112, 409]"
44,17,0.81734375,0.017583506120794,0.76171875,0.82421875,"[228, 112, 409]"
45,20,0.81609375,0.019197778191759586,0.76171875,0.82421875,"[228, 112, 409]"
46,20,0.81109375,0.023975084723520793,0.76171875,0.82421875,"[228, 112, 409]"
47,22,0.81609375,0.019197778191759586,0.76171875,0.82421875,"[228, 112, 409]"
48,20,0.81921875,0.01695582495781317,0.76171875,0.82421875,"[228, 112, 409]"
49,16,0.82421875,0.0,0.82421875,0.82421875,"[228, 112, 409]"
50,24,0.81734375,0.017583506120794,0.76171875,0.82421875,"[228, 112, 409]"
